insee_com,lib_com,niveau_ruralite
24206,Grives, Les ruralités productives agricoles
24207,Groléjac, Les ruralités touristiques à dominante résidentielle
24208,Grun-Bordas, Les ruralités résidentielles mixtes
24209,Hautefaye, Les ruralités productives ouvrières
24210,Hautefort, Les ruralités productives agricoles
24211,Issac, Les ruralités touristiques à dominante résidentielle
24212,Issigeac, Les petites polarités mixtes
24213,Jaure, Les ruralités résidentielles aisées
24214,Javerlhac-et-la-Chapelle-Saint-Robert, Les ruralités productives agricoles
24215,Jayac, Les ruralités productives agricoles
24216,La Jemaye-Ponteyraud, Les ruralités touristiques à dominante résidentielle
24217,Journiac, Les ruralités productives agricoles
24218,Jumilhac-le-Grand, Les ruralités productives agricoles
24220,Lacropte, Les ruralités productives ouvrières
24221,Rudeau-Ladosse, Les petites polarités mixtes
24222,La Force, Les petites polarités mixtes
24223,Lalinde, Les petites polarités industrielles et artisanales
24224,Lamonzie-Montastruc, Les ruralités productives ouvrières
24225,Lamonzie-Saint-Martin, Les ruralités résidentielles aisées
24226,Lamothe-Montravel, Les petites polarités industrielles et artisanales
24227,Lanouaille, Les ruralités productives agricoles
24228,Lanquais, Les ruralités productives agricoles
24229,Le Lardin-Saint-Lazare, Les petites polarités industrielles et artisanales
24230,Larzac, Les ruralités touristiques à dominante résidentielle
24231,Lavalade, Les ruralités productives agricoles
24232,Lavaur, Les ruralités productives agricoles
24234,Les Lèches, Les ruralités productives ouvrières
24236,Léguillac-de-l'Auche, Les ruralités résidentielles aisées
24237,Lembras, Les ruralités résidentielles mixtes
24238,Lempzours, Les ruralités productives ouvrières
24240,Limeuil, Les ruralités touristiques spécialisées
24241,Limeyrat, Les ruralités productives agricoles
24242,Liorac-sur-Louyre, Les ruralités productives agricoles
24243,Lisle, Les ruralités productives agricoles
24244,Lolme, Les petites polarités mixtes
24245,Loubejac, Les ruralités productives agricoles
24246,Lunas, Les ruralités résidentielles mixtes
24247,Lusignac, Les ruralités touristiques à dominante résidentielle
24248,Lussas-et-Nontronneau, Les ruralités touristiques à dominante résidentielle
24251,Manzac-sur-Vern, Les ruralités productives ouvrières
24252,Marcillac-Saint-Quentin, Les ruralités résidentielles mixtes
24253,Mareuil en Périgord, Les ruralités touristiques à dominante résidentielle
24254,Marnac, Les ruralités touristiques à dominante résidentielle
24255,Marquay, Les ruralités touristiques à dominante résidentielle
24256,Marsac-sur-l'Isle, Hors champ : DOM ou commune urbaine
24257,Marsalès, Les ruralités touristiques à dominante résidentielle
24259,Eyraud-Crempse-Maurens, Les ruralités productives ouvrières
24260,Mauzac-et-Grand-Castang, Les petites polarités mixtes
24261,Mauzens-et-Miremont, Les ruralités productives agricoles
24262,Mayac, Les petites polarités mixtes
24263,Mazeyrolles, Les ruralités productives agricoles
24264,Ménesplet, Les petites polarités mixtes
24266,Mensignac, Les ruralités résidentielles mixtes
24267,Mescoules, Les ruralités productives ouvrières
24268,Meyrals, Les petites polarités industrielles et artisanales
24269,Mialet, Les ruralités productives agricoles
24271,Milhac-de-Nontron, Les ruralités productives agricoles
24272,Minzac, Les ruralités productives ouvrières
24273,Molières, Les ruralités productives agricoles
24274,Monbazillac, Les ruralités résidentielles mixtes
24276,Monestier, Les ruralités productives agricoles
24277,Monfaucon, Les ruralités productives agricoles
24278,Monmadalès, Les ruralités touristiques à dominante résidentielle
24279,Monmarvès, Les ruralités touristiques à dominante résidentielle
24280,Monpazier, Les ruralités productives agricoles
24281,Monsac, Les ruralités résidentielles mixtes
24282,Monsaguel, Les ruralités touristiques à dominante résidentielle
24284,Montagnac-d'Auberoche, Les ruralités touristiques à dominante résidentielle
24285,Montagnac-la-Crempse, Les petites polarités mixtes
24286,Montagrier, Les ruralités productives agricoles
24287,Montaut, Les ruralités productives agricoles
24288,Montazeau, Les ruralités productives agricoles
24289,Montcaret, Les ruralités productives agricoles
24290,Montferrand-du-Périgord, Les ruralités touristiques à dominante résidentielle
24291,Montignac-Lascaux, Les ruralités touristiques spécialisées
24292,Montpeyroux, Les ruralités productives agricoles
24293,Monplaisant, Les ruralités touristiques à dominante résidentielle
24294,Montpon-Ménestérol, Les petites polarités mixtes
24295,Montrem, Les ruralités productives ouvrières
24296,Mouleydier, Les petites polarités mixtes
24297,Moulin-Neuf, Les petites polarités industrielles et artisanales
24299,Mussidan, Les petites polarités mixtes
24300,Nabirat, Les ruralités productives agricoles
24301,Nadaillac, Les ruralités productives agricoles
24302,Nailhac, Les petites polarités mixtes
24303,Nanteuil-Auriac-de-Bourzac, Les ruralités productives agricoles
24304,Nantheuil, Les ruralités productives agricoles
24305,Nanthiat, Les ruralités productives agricoles
24306,Nastringues, Les ruralités productives ouvrières
24307,Naussannes, Les ruralités productives agricoles
24308,Négrondes, Les ruralités productives agricoles
24309,Neuvic, Les petites polarités industrielles et artisanales
24311,Nontron, Les petites polarités industrielles et artisanales
24312,Sanilhac, Les petites polarités mixtes
24313,Orliac, Les ruralités touristiques à dominante résidentielle
24316,Parcoul-Chenaud, Les ruralités touristiques à dominante résidentielle
24317,Paulin, Les ruralités productives agricoles
24318,Paunat, Les ruralités productives agricoles
24319,Paussac-et-Saint-Vivien, Les ruralités touristiques à dominante résidentielle
24320,Payzac, Les ruralités productives agricoles
24321,Pazayac, Les ruralités résidentielles mixtes
24322,Périgueux, Hors champ : DOM ou commune urbaine
24323,Petit-Bersac, Les ruralités productives ouvrières
24324,Peyrignac, Les ruralités productives agricoles
24325,Pechs-de-l'Espérance, Commune dont le périmètre a changé depuis la réalisation de la typologie
24326,Peyzac-le-Moustier, Les ruralités touristiques à dominante résidentielle
24327,Pezuls, Les ruralités touristiques spécialisées
24328,Piégut-Pluviers, Les ruralités productives agricoles
24329,Le Pizou, Les petites polarités mixtes
24330,Plazac, Les ruralités touristiques à dominante résidentielle
24331,Pomport, Les ruralités productives agricoles
24334,Pontours, Les ruralités productives agricoles
24335,Port-Sainte-Foy-et-Ponchapt, Les petites polarités mixtes
24336,Prats-de-Carlux, Les ruralités touristiques à dominante résidentielle
24337,Prats-du-Périgord, Les ruralités productives agricoles
24338,Pressignac-Vicq, Les ruralités productives agricoles
24339,Preyssac-d'Excideuil, Les petites polarités industrielles et artisanales
24340,Prigonrieux, Les petites polarités mixtes
24341,Proissans, Les ruralités résidentielles mixtes
24345,Queyssac, Les ruralités résidentielles mixtes
24346,Quinsac, Les ruralités productives agricoles
24347,Rampieux, Les ruralités productives agricoles
24348,Razac-d'Eymet, Les ruralités productives agricoles
24349,Razac-de-Saussignac, Les ruralités productives ouvrières
24350,Razac-sur-l'Isle, Les petites polarités mixtes
24351,Ribagnac, Les ruralités productives ouvrières
24352,Ribérac, Les petites polarités mixtes
24353,La Rochebeaucourt-et-Argentine, Les ruralités productives agricoles
24354,La Roche-Chalais, Les ruralités productives agricoles
24355,La Roque-Gageac, Les ruralités touristiques spécialisées
24356,Rouffignac-Saint-Cernin-de-Reilhac, Les ruralités touristiques à dominante résidentielle
24357,Rouffignac-de-Sigoulès, Les ruralités productives ouvrières
24359,Sadillac, Les ruralités productives ouvrières
24360,Sagelat, Les ruralités productives agricoles
24361,Saint-Agne, Les ruralités productives ouvrières
24362,Val de Louyre et Caudeau, Les ruralités touristiques à dominante résidentielle
24364,Coly-Saint-Amand, Les ruralités touristiques spécialisées
24365,Saint-Amand-de-Vergt, Les ruralités productives ouvrières
24366,Saint-André-d'Allas, Les ruralités touristiques à dominante résidentielle
24367,Saint-André-de-Double, Les ruralités productives agricoles
24370,Saint-Antoine-de-Breuilh, Les ruralités productives agricoles
24371,Saint-Aquilin, Les ruralités productives agricoles
24372,Saint-Astier, Les petites polarités mixtes
24373,Saint-Aubin-de-Cadelech, Les ruralités productives agricoles
24374,Saint-Aubin-de-Lanquais, Les ruralités résidentielles aisées
24375,Saint-Aubin-de-Nabirat, Les petites polarités mixtes
24376,Saint Aulaye-Puymangou, Les petites polarités industrielles et artisanales
24377,Saint-Avit-de-Vialard, Les ruralités touristiques à dominante résidentielle
24378,Saint-Avit-Rivière, Les ruralités touristiques spécialisées
24379,Saint-Avit-Sénieur, Les ruralités touristiques à dominante résidentielle
24380,Saint-Barthélemy-de-Bellegarde, Les ruralités productives ouvrières
24381,Saint-Barthélemy-de-Bussière, Les petites polarités industrielles et artisanales
24382,Saint-Capraise-de-Lalinde, Les ruralités productives agricoles
24383,Saint-Capraise-d'Eymet, Les ruralités productives agricoles
24384,Saint-Cassien, Les ruralités touristiques à dominante résidentielle
24385,Saint-Cernin-de-Labarde, Les ruralités productives agricoles
24386,Saint-Cernin-de-l'Herm, Les ruralités productives agricoles
24388,Saint-Chamassy, Les ruralités productives agricoles
24390,Saint-Crépin-d'Auberoche, Les ruralités résidentielles aisées
24392,Saint-Crépin-et-Carlucet, Les ruralités résidentielles aisées
24393,Sainte-Croix, Les ruralités productives agricoles
24394,Sainte-Croix-de-Mareuil, Les ruralités productives agricoles
24395,Saint-Cybranet, Les ruralités touristiques spécialisées
24396,Saint-Cyprien, Les petites polarités mixtes
24397,Saint-Cyr-les-Champagnes, Les ruralités productives agricoles
24398,Saint-Estèphe, Les ruralités productives agricoles
24399,Saint-Étienne-de-Puycorbier, Les ruralités productives agricoles
24401,Sainte-Eulalie-d'Ans, Les ruralités productives agricoles
24403,Saint-Félix-de-Bourdeilles, Les ruralités touristiques spécialisées
24404,Saint-Félix-de-Reillac-et-Mortemart, Les ruralités touristiques à dominante résidentielle
24405,Saint-Félix-de-Villadeix, Les ruralités touristiques à dominante résidentielle
24406,Sainte-Foy-de-Belvès, Les ruralités touristiques spécialisées
24407,Sainte-Foy-de-Longas, Les ruralités productives agricoles
24408,Saint-Front-d'Alemps, Les ruralités productives agricoles
24409,Saint-Front-de-Pradoux, Les ruralités productives agricoles
24410,Saint-Front-la-Rivière, Les ruralités productives agricoles
24411,Saint-Front-sur-Nizonne, Les ruralités productives agricoles
24412,Saint-Geniès, Les ruralités productives ouvrières
24413,Saint-Georges-Blancaneix, Les petites polarités mixtes
24414,Saint-Georges-de-Montclard, Les ruralités productives agricoles
24415,Saint-Géraud-de-Corps, Les ruralités touristiques à dominante résidentielle
24416,Saint-Germain-de-Belvès, Les ruralités touristiques à dominante résidentielle
24417,Saint-Germain-des-Prés, Les ruralités productives agricoles
24418,Saint-Germain-du-Salembre, Les ruralités productives agricoles
24419,Saint-Germain-et-Mons, Les ruralités résidentielles aisées
24420,Saint-Géry, Les ruralités productives agricoles
24421,Saint-Geyrac, Les ruralités touristiques à dominante résidentielle
24422,Saint-Hilaire-d'Estissac, Les ruralités touristiques à dominante résidentielle
24423,Saint-Julien-Innocence-Eulalie, Les ruralités productives agricoles
24424,Saint-Jean-d'Ataux, Les ruralités productives agricoles
24425,Saint-Jean-de-Côle, Les ruralités productives agricoles
24426,Saint-Jean-d'Estissac, Les ruralités touristiques à dominante résidentielle
24428,Saint-Jory-de-Chalais, Les ruralités productives agricoles
24429,Saint-Jory-las-Bloux, Les ruralités productives agricoles
24432,Saint-Julien-de-Lampon, Les ruralités productives agricoles
24434,Saint-Just, Les ruralités productives agricoles
24436,Saint-Laurent-des-Hommes, Les ruralités productives agricoles
24437,Saint-Laurent-des-Vignes, Les petites polarités mixtes
24438,Saint-Laurent-la-Vallée, Les ruralités touristiques spécialisées
24441,Saint-Léon-d'Issigeac, Les ruralités touristiques à dominante résidentielle
24442,Saint-Léon-sur-l'Isle, Les petites polarités mixtes
24443,Saint-Léon-sur-Vézère, Les ruralités touristiques à dominante résidentielle
24444,Saint-Louis-en-l'Isle, Les ruralités productives agricoles
