insee_com,lib_com,niveau_centralite
80531,Méricourt-en-Vimeu,Communes non centre
80533,Mers-les-Bains,Centre intermédiaire d'équipements et de services
80535,Le Mesge,Communes non centre
80536,Mesnil-Bruntel,Communes non centre
80537,Mesnil-Domqueur,Communes non centre
80538,Mesnil-en-Arrouaise,Communes non centre
80540,Mesnil-Martinsart,Communes non centre
80541,Mesnil-Saint-Georges,Communes non centre
80542,Mesnil-Saint-Nicaise,Communes non centre
80543,Métigny,Communes non centre
80544,Mézerolles,Communes non centre
80545,Mézières-en-Santerre,Communes non centre
80546,Miannay,Communes non centre
80547,Millencourt,Communes non centre
80548,Millencourt-en-Ponthieu,Communes non centre
80549,Miraumont,Communes non centre
80550,Mirvaux,Communes non centre
80552,Moislains,Centre local d'équipements et de services
80553,Molliens-au-Bois,Communes non centre
80554,Molliens-Dreuil,Centre local d'équipements et de services
80555,Monchy-Lagache,Communes non centre
80556,Mons-Boubert,Communes non centre
80557,Estrées-Mons,Communes non centre
80558,Monsures,Communes non centre
80559,Montagne-Fayel,Communes non centre
80560,Montauban-de-Picardie,Communes non centre
80561,Montdidier,Centre structurant d'équipements et de services
80562,Montigny-sur-l'Hallue,Communes non centre
80563,Montigny-les-Jongleurs,Communes non centre
80565,Montonvillers,Communes non centre
80566,Fieffes-Montrelet,Communes non centre
80568,Morchain,Communes non centre
80569,Morcourt,Communes non centre
80570,Moreuil,Centre intermédiaire d'équipements et de services
80571,Morisel,Communes non centre
80572,Morlancourt,Communes non centre
80573,Morvillers-Saint-Saturnin,Communes non centre
80574,Mouflers,Communes non centre
80575,Mouflières,Communes non centre
80576,Moyencourt,Communes non centre
80577,Moyencourt-lès-Poix,Communes non centre
80578,Moyenneville,Communes non centre
80579,Muille-Villette,Centre local d'équipements et de services
80580,Nampont,Communes non centre
80582,Namps-Maisnil,Communes non centre
80583,Nampty,Communes non centre
80584,Naours,Centre local d'équipements et de services
80585,Nesle,Centre intermédiaire d'équipements et de services
80586,Nesle-l'Hôpital,Communes non centre
80587,Neslette,Communes non centre
80588,Neufmoulin,Communes non centre
80589,Neuilly-le-Dien,Communes non centre
80590,Neuilly-l'Hôpital,Communes non centre
80591,Neuville-au-Bois,Communes non centre
80592,Neuville-Coppegueule,Communes non centre
80593,La Neuville-lès-Bray,Communes non centre
80595,La Neuville-Sire-Bernard,Communes non centre
80596,Neuvillette,Communes non centre
80597,Nibas,Communes non centre
80598,Nouvion,Centre local d'équipements et de services
80599,Noyelles-en-Chaussée,Communes non centre
80600,Noyelles-sur-Mer,Communes non centre
80601,Nurlu,Communes non centre
80602,Occoches,Communes non centre
80603,Ochancourt,Communes non centre
80604,Offignies,Communes non centre
80605,Offoy,Communes non centre
80606,Oisemont,Centre intermédiaire d'équipements et de services
80607,Oissy,Communes non centre
80609,Oneux,Communes non centre
80611,Oresmaux,Communes non centre
80613,Oust-Marest,Communes non centre
80614,Outrebois,Communes non centre
80615,Ovillers-la-Boisselle,Communes non centre
80616,Pargny,Communes non centre
80617,Parvillers-le-Quesnoy,Communes non centre
80618,Pendé,Communes non centre
80619,Pernois,Communes non centre
80620,Péronne,Centre structurant d'équipements et de services
80621,Hypercourt,Communes non centre
80622,Picquigny,Centre local d'équipements et de services
80623,Piennes-Onvillers,Communes non centre
80624,Pierregot,Communes non centre
80625,Trois-Rivières,Centre local d'équipements et de services
80626,Pissy,Communes non centre
80627,Plachy-Buyon,Centre local d'équipements et de services
80628,Le Plessier-Rozainvillers,Communes non centre
80629,Pœuilly,Communes non centre
80630,Poix-de-Picardie,Centre intermédiaire d'équipements et de services
80631,Ponches-Estruval,Communes non centre
80632,Pont-de-Metz,Centre local d'équipements et de services
80633,Ponthoile,Communes non centre
80634,Pont-Noyelles,Communes non centre
80635,Pont-Remy,Centre local d'équipements et de services
80637,Port-le-Grand,Communes non centre
80638,Potte,Communes non centre
80639,Poulainville,Centre local d'équipements et de services
80640,Pozières,Communes non centre
80642,Prouville,Communes non centre
80643,Prouzel,Communes non centre
80644,Proyart,Communes non centre
80645,Puchevillers,Communes non centre
80646,Punchy,Communes non centre
80647,Puzeaux,Communes non centre
80648,Pys,Communes non centre
80649,Quend,Centre local d'équipements et de services
80650,Querrieu,Centre local d'équipements et de services
80651,Le Quesne,Communes non centre
80652,Le Quesnel,Communes non centre
80654,Quesnoy-le-Montant,Communes non centre
80655,Quesnoy-sur-Airaines,Communes non centre
80656,Quevauvillers,Centre local d'équipements et de services
80657,Quiry-le-Sec,Communes non centre
80658,Quivières,Communes non centre
80659,Raincheval,Communes non centre
80661,Rainneville,Centre local d'équipements et de services
80662,Ramburelles,Communes non centre
80663,Rambures,Communes non centre
80664,Rancourt,Communes non centre
80665,Regnière-Écluse,Communes non centre
80666,Remaisnil,Communes non centre
80667,Remaugies,Communes non centre
80668,Remiencourt,Communes non centre
80669,Rethonvillers,Communes non centre
80670,Revelles,Communes non centre
80671,Ribeaucourt,Communes non centre
80672,Ribemont-sur-Ancre,Communes non centre
80673,Riencourt,Communes non centre
80674,Rivery,Centre intermédiaire d'équipements et de services
80675,Rogy,Communes non centre
80676,Roiglise,Communes non centre
80677,Roisel,Centre intermédiaire d'équipements et de services
80678,Rollot,Communes non centre
80679,Ronssoy,Communes non centre
80680,Rosières-en-Santerre,Centre intermédiaire d'équipements et de services
80681,Rouvrel,Communes non centre
80682,Rouvroy-en-Santerre,Communes non centre
80683,Rouy-le-Grand,Communes non centre
80684,Rouy-le-Petit,Communes non centre
80685,Roye,Centre structurant d'équipements et de services
80686,Rubempré,Centre local d'équipements et de services
80687,Rubescourt,Communes non centre
80688,Rue,Centre intermédiaire d'équipements et de services
80690,Rumigny,Communes non centre
80691,Saigneville,Communes non centre
80692,Sailly-Flibeaucourt,Centre local d'équipements et de services
80693,Sailly-Laurette,Communes non centre
80694,Sailly-le-Sec,Communes non centre
80695,Sailly-Saillisel,Communes non centre
80696,Sains-en-Amiénois,Centre local d'équipements et de services
80697,Saint-Acheul,Communes non centre
80698,Saint-Aubin-Montenoy,Communes non centre
80699,Saint-Aubin-Rivière,Communes non centre
80700,Saint-Blimont,Communes non centre
80701,Saint-Christ-Briost,Communes non centre
80702,Saint-Fuscien,Centre local d'équipements et de services
80703,Saint-Germain-sur-Bresle,Communes non centre
80704,Saint-Gratien,Communes non centre
80705,Saint-Léger-lès-Authie,Communes non centre
80706,Saint-Léger-lès-Domart,Centre local d'équipements et de services
80707,Saint-Léger-sur-Bresle,Communes non centre
80708,Saint-Mard,Communes non centre
80709,Saint-Maulvis,Communes non centre
80710,Saint-Maxent,Communes non centre
80711,Saint-Ouen,Centre local d'équipements et de services
80713,Saint-Quentin-en-Tourmont,Communes non centre
80714,Saint-Quentin-la-Motte-Croix-au-Bailly,Centre local d'équipements et de services
80716,Saint-Riquier,Centre local d'équipements et de services
80717,Saint-Sauflieu,Centre local d'équipements et de services
80718,Saint-Sauveur,Centre local d'équipements et de services
80719,Sainte-Segrée,Communes non centre
80721,Saint-Valery-sur-Somme,Centre intermédiaire d'équipements et de services
80722,Saint-Vaast-en-Chaussée,Communes non centre
80723,Saisseval,Communes non centre
80724,Saleux,Centre local d'équipements et de services
80725,Salouël,Centre intermédiaire d'équipements et de services
80726,Sancourt,Communes non centre
80728,Saulchoy-sous-Poix,Communes non centre
80729,Sauvillers-Mongival,Communes non centre
80730,Saveuse,Communes non centre
80732,Senarpont,Centre local d'équipements et de services
80733,Senlis-le-Sec,Communes non centre
80734,Sentelie,Communes non centre
80735,Seux,Communes non centre
80736,Sorel-en-Vimeu,Communes non centre
80737,Sorel,Communes non centre
80738,Soues,Communes non centre
80740,Sourdon,Communes non centre
80741,Soyécourt,Communes non centre
80742,Surcamps,Communes non centre
80743,Suzanne,Communes non centre
80744,Tailly,Communes non centre
80746,Talmas,Communes non centre
80747,Templeux-la-Fosse,Communes non centre
80748,Templeux-le-Guérard,Communes non centre
80749,Terramesnil,Communes non centre
80750,Tertry,Communes non centre
80751,Thennes,Communes non centre
80752,Thézy-Glimont,Communes non centre
80753,Thiepval,Communes non centre
80754,Thieulloy-l'Abbaye,Communes non centre
80755,Thieulloy-la-Ville,Communes non centre
80756,Thièvres,Communes non centre
80757,Thoix,Communes non centre
80758,Thory,Communes non centre
80759,Tilloloy,Communes non centre
80760,Tilloy-Floriville,Communes non centre
80762,Tincourt-Boucly,Communes non centre
80763,Le Titre,Communes non centre
80764,Tœufles,Communes non centre
80765,Tours-en-Vimeu,Communes non centre
80766,Toutencourt,Communes non centre
80767,Le Translay,Communes non centre
80769,Treux,Communes non centre
80770,Tully,Communes non centre
80771,Ugny-l'Équipée,Communes non centre
80773,Vadencourt,Communes non centre
80774,Vaire-sous-Corbie,Communes non centre
80775,Valines,Communes non centre
80776,Varennes,Communes non centre
80777,Vauchelles-lès-Authie,Communes non centre
80778,Vauchelles-lès-Domart,Communes non centre
80779,Vauchelles-les-Quesnoy,Centre local d'équipements et de services
80780,Vaudricourt,Communes non centre
80781,Vauvillers,Communes non centre
80782,Vaux-en-Amiénois,Communes non centre
80783,Vaux-Marquenneville,Communes non centre
80784,Vaux-sur-Somme,Communes non centre
80785,Vecquemont,Communes non centre
80786,Velennes,Communes non centre
80787,Vercourt,Communes non centre
80788,Vergies,Communes non centre
80789,Vermandovillers,Communes non centre
80790,Verpillières,Communes non centre
80791,Vers-sur-Selle,Communes non centre
80792,La Vicogne,Communes non centre
80793,Vignacourt,Centre local d'équipements et de services
80794,Villecourt,Communes non centre
80795,Ville-le-Marclet,Communes non centre
80796,Villeroy,Communes non centre
80797,Villers-aux-Érables,Communes non centre
80798,Villers-Bocage,Centre intermédiaire d'équipements et de services
80799,Villers-Bretonneux,Centre intermédiaire d'équipements et de services
80800,Villers-Campsart,Communes non centre
80801,Villers-Carbonnel,Communes non centre
80802,Villers-Faucon,Communes non centre
80803,Villers-lès-Roye,Communes non centre
80804,Villers-sous-Ailly,Communes non centre
80805,Villers-Tournelle,Communes non centre
80806,Villers-sur-Authie,Communes non centre
80807,Ville-sur-Ancre,Communes non centre
80808,Vironchaux,Communes non centre
80809,Vismes,Communes non centre
80810,Vitz-sur-Authie,Communes non centre
80811,Voyennes,Communes non centre
80812,Vraignes-en-Vermandois,Communes non centre
80813,Vraignes-lès-Hornoy,Communes non centre
80814,Vrély,Communes non centre
80815,Vron,Centre local d'équipements et de services
80819,Wargnies,Communes non centre
80820,Warloy-Baillon,Centre local d'équipements et de services
80821,Warlus,Communes non centre
80822,Warsy,Communes non centre
80823,Warvillers,Communes non centre
80824,Wiencourt-l'Équipée,Communes non centre
80825,Wiry-au-Mont,Communes non centre
80826,Woignarue,Communes non centre
80827,Woincourt,Centre local d'équipements et de services
80828,Woirel,Communes non centre
80829,Y,Communes non centre
80832,Yvrench,Communes non centre
80833,Yvrencheux,Communes non centre
80834,Yzengremer,Communes non centre
80835,Yzeux,Communes non centre
80836,Yonval,Communes non centre
81001,Aguts,Communes non centre
81002,Aiguefonde,Centre local d'équipements et de services
81003,Alban,Centre intermédiaire d'équipements et de services
81004,Albi,Centre majeur d'équipements et de services
81005,Albine,Communes non centre
81006,Algans,Communes non centre
81007,Alos,Communes non centre
81008,Almayrac,Communes non centre
81009,Amarens,Communes non centre
81010,Ambialet,Communes non centre
81011,Ambres,Centre local d'équipements et de services
81012,Andillac,Communes non centre
81013,Andouque,Communes non centre
81014,Anglès,Centre local d'équipements et de services
81015,Appelle,Communes non centre
81016,Arfons,Communes non centre
81017,Arifat,Communes non centre
81018,Arthès,Centre local d'équipements et de services
81019,Assac,Communes non centre
81020,Aussac,Communes non centre
81021,Aussillon,Centre intermédiaire d'équipements et de services
81022,Bannières,Communes non centre
81023,Barre,Communes non centre
81024,Beauvais-sur-Tescou,Communes non centre
81025,Belcastel,Communes non centre
81026,Bellegarde-Marsal,Communes non centre
81027,Belleserre,Communes non centre
81028,Berlats,Communes non centre
81029,Bernac,Communes non centre
81030,Bertre,Communes non centre
81031,Le Bez,Communes non centre
81032,Blan,Centre local d'équipements et de services
81033,Blaye-les-Mines,Centre intermédiaire d'équipements et de services
81034,Boissezon,Communes non centre
81035,Bournazel,Communes non centre
81036,Bout-du-Pont-de-Larn,Centre local d'équipements et de services
81037,Brassac,Centre intermédiaire d'équipements et de services
81038,Brens,Centre local d'équipements et de services
81039,Briatexte,Centre local d'équipements et de services
81040,Brousse,Communes non centre
81041,Broze,Communes non centre
81042,Burlats,Centre local d'équipements et de services
81043,Busque,Communes non centre
81044,Cabanès,Communes non centre
81045,Les Cabannes,Centre local d'équipements et de services
